Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
TXN00026948,2025-04-01 15:07:58,Rhonda Simmons,Salsa,1,10.57,Cash,Phoenix,Supermarket,Yes,Premium,Spring,None
TXN00026949,2025-06-16 18:36:01,Richard Rodriguez,Olive Oil,1,5.82,Debit Card,Nashville,Supermarket,No,Premium,Summer,None
TXN00026950,2025-02-25 08:33:10,David Oliver,"Butter, Tea, Jam, Potatoes, Paper Towels, Ground Beef, Milk, Mayonnaise, Orange Juice, Granola",10,156.12,Mobile Payment,Denver,Convenience Store,No,Regular,Winter,None
TXN00026951,2026-03-22 14:46:06,Theresa Sandoval,Cooking Oil,1,4.84,Cash,New York,Online,Yes,Occasional,Spring,None
TXN00026952,2025-07-08 17:20:21,Jonathan Jefferson DVM,"Canned Soup, Wine, Ground Beef, Frozen Pizza, Laundry Detergent, Paper Towels, Cooking Oil",7,99.69,Debit Card,Charlotte,Convenience Store,No,Premium,Summer,None
TXN00026953,2026-08-04 05:05:35,Brian Lee,"Canned Soup, Paper Towels, Laundry Detergent, Mayonnaise, BBQ Sauce, Eggs, Sausages",7,123.77,Credit Card,Boston,Supermarket,No,Occasional,Summer,None
TXN00026954,2025-10-20 09:21:46,David Silva,Peanut Butter,1,11.11,Credit Card,Charlotte,Supermarket,Yes,Premium,Fall,Percentage Discount
TXN00026955,2025-11-19 17:58:42,Edward Simmons,"Yogurt, Tomatoes, Jam, Coffee, Cereal Bars",5,40.32,Credit Card,Columbus,Online,Yes,Regular,Fall,Seasonal Offer
TXN00026956,2024-10-07 23:15:51,Christine Park,"Granola, Jam, Chicken Breast, Dish Soap, Salsa",5,58.79,Debit Card,Seattle,Online,Yes,Regular,Fall,Seasonal Offer
TXN00026957,2025-04-02 08:27:35,Connie Thomas,"Bananas, Potatoes, Wine, Soda, Toothpaste, Apples",6,81.39,Credit Card,Jacksonville,Supermarket,No,Occasional,Spring,None
TXN00026958,2025-07-17 20:10:40,Lindsay Martinez,"Flour, Granola, Bacon, Toothpaste",4,42.15,Credit Card,San Antonio,Supermarket,No,New,Summer,None
TXN00026959,2025-12-20 11:33:54,Vicki Hernandez,"Peanut Butter, Energy Drink",2,19.97,Credit Card,Dallas,Supermarket,Yes,Regular,Winter,None
TXN00026960,2026-09-01 04:15:00,Janet Graves,"Chips, Canned Soup, Apples, Sugar",4,76.71,Credit Card,Jacksonville,Supermarket,No,New,Fall,Clearance
TXN00026961,2025-03-20 03:02:09,Kevin Johnston,"Cereal, Tomatoes, Chips, Canned Soup, Flour",5,66.19,Debit Card,Dallas,Convenience Store,Yes,Regular,Spring,BOGO
TXN00026962,2024-10-15 04:43:55,Margaret Torres,"BBQ Sauce, Olive Oil, Chocolate",3,43.83,Credit Card,San Diego,Supermarket,No,Regular,Fall,None
TXN00026963,2025-07-15 17:50:03,Mrs. Virginia Daniels,"Cereal, Vinegar",2,30.72,Mobile Payment,Dallas,Online,No,Regular,Summer,None
TXN00026964,2024-11-20 01:11:48,Mark Henson,"Canned Soup, Yogurt, Butter, Cereal Bars, Ice Cream, Pet Food",6,55.08,Debit Card,San Antonio,Department Store,No,Regular,Fall,None
TXN00026965,2025-07-25 20:26:34,Andrea Baker,"Bottled Water, Shrimp, BBQ Sauce, Onions, Beer, Peanut Butter, Bread, Tea, Ice Cream, Shampoo",10,146.7,Debit Card,San Diego,Online,No,New,Summer,None
TXN00026966,2025-12-02 22:42:26,Rodney Stewart,"Cooking Oil, Mayonnaise, Soap, Granola",4,40.65,Mobile Payment,San Jose,Supermarket,Yes,Regular,Winter,BOGO
TXN00026967,2026-09-03 16:52:14,Danielle Thornton,"Energy Drink, Salmon, Frozen Pizza, Chicken Breast, Rice, Shampoo, Bacon",7,64.7,Credit Card,Atlanta,Online,Yes,New,Fall,None
TXN00026968,2026-09-07 00:35:20,Trevor Walker,"Sausages, Pet Food, Olive Oil, Baby Formula, BBQ Sauce, Tortillas",6,60.11,Mobile Payment,San Diego,Supermarket,Yes,Premium,Fall,None
TXN00026969,2025-11-24 09:48:26,Brianna Fitzpatrick,"Onions, Jam, Coffee, Dish Soap, Cookies, Soda, Sugar, Ground Beef",8,79.43,Credit Card,Columbus,Supermarket,Yes,Regular,Fall,None
TXN00026970,2026-08-03 08:13:36,Danny Lee,"Chicken Breast, Honey, Flour, Toothpaste, Paper Towels",5,61.37,Credit Card,Seattle,Supermarket,Yes,New,Summer,Loyalty Reward
TXN00026971,2025-02-23 08:55:11,Diane Mcdowell,"Vinegar, Cookies, Tea, Bacon, Shrimp, Dish Soap",6,101.61,Cash,Austin,Online,No,Occasional,Winter,None
TXN00026972,2025-10-23 12:33:03,Michael Cruz,"BBQ Sauce, Rice, Jam, Toothpaste, Shrimp, Cereal, Orange Juice, Diapers, Chicken Breast",9,115.25,Debit Card,San Jose,Supermarket,No,Regular,Fall,None
TXN00026973,2026-06-10 00:04:51,Elizabeth Green,"Peanut Butter, Ground Beef, Cereal, Sausages, Canned Soup",5,63.06,Mobile Payment,Jacksonville,Supermarket,No,Regular,Summer,None
TXN00026974,2025-08-16 14:51:21,Alexander Munoz,"Shrimp, Chicken Breast, Salmon, Yogurt, Laundry Detergent, Ice Cream, Bottled Water, Ketchup, Toilet Paper",9,135.91,Debit Card,Los Angeles,Department Store,Yes,Regular,Summer,None
TXN00026975,2026-06-25 10:13:09,Jonathon Knapp,"Milk, Shampoo, Chips",3,34.67,Debit Card,Atlanta,Convenience Store,No,Regular,Summer,BOGO
TXN00026976,2024-11-10 15:24:30,Holly Farmer,"Sausages, Dish Soap, Cooking Oil, Lettuce, Carrots, Tortillas, Salsa, Soda, Flour",9,126.33,Debit Card,Denver,Online,No,Regular,Fall,None
TXN00026977,2026-01-05 11:18:16,Kevin Fischer,"Bread, Bottled Water",2,14.33,Cash,Denver,Supermarket,Yes,New,Winter,Seasonal Offer
TXN00026978,2025-10-11 05:34:42,Kenneth Williams,"Chicken Breast, Beer, Peanut Butter, Onions, Carrots, Lettuce, Dish Soap, Coffee",8,107.25,Debit Card,Philadelphia,Supermarket,Yes,Regular,Fall,Clearance
TXN00026979,2025-05-10 15:32:47,Denise Maxwell,Bread,1,12.11,Credit Card,Nashville,Supermarket,No,Occasional,Spring,None
TXN00026980,2025-08-11 00:02:06,Daniel Merritt,"Peanut Butter, Beer, Pasta, Canned Soup, Chips, Olive Oil, Laundry Detergent, Chocolate, Bananas",9,135.62,Mobile Payment,Columbus,Department Store,No,Regular,Summer,None
TXN00026981,2025-03-26 14:32:02,Susan Harper,"Bacon, Tortillas, Yogurt, Ice Cream, Cheese, Potatoes, Lettuce",7,98.26,Mobile Payment,San Jose,Department Store,No,Regular,Spring,BOGO
TXN00026982,2025-12-31 17:26:54,Dean Harrington,"Beer, Onions, Oranges, Ground Beef, Paper Towels, Salsa, Butter, Ice Cream, Honey, Jam",10,111.22,Debit Card,Boston,Convenience Store,Yes,Premium,Winter,Clearance
TXN00026983,2025-11-28 22:13:15,William Prince PhD,Cheese,1,24.17,Mobile Payment,San Diego,Convenience Store,No,VIP,Fall,None
TXN00026984,2026-08-20 11:23:32,Jennifer Miller,Bread,1,2.47,Mobile Payment,Dallas,Convenience Store,No,VIP,Summer,None
TXN00026985,2026-08-07 09:48:38,Melissa Hanson,"Ground Beef, Mayonnaise, Toilet Paper, Bottled Water, Canned Soup, Bacon, Vinegar, Baby Formula",8,78.87,Credit Card,Dallas,Supermarket,Yes,Occasional,Summer,None
TXN00026986,2026-07-12 00:23:59,Felicia Gordon,"Canned Beans, Salmon, Laundry Detergent, Chocolate, Tea, Jam, Pasta, Rice, Paper Towels",9,127.7,Debit Card,San Jose,Online,No,Regular,Summer,None
TXN00026987,2024-10-17 12:14:28,Christopher Powell,"Pet Food, Toilet Paper",2,26.57,Debit Card,San Diego,Supermarket,Yes,Occasional,Fall,Clearance
TXN00026988,2025-02-26 05:53:35,Patrick Perez,"Onions, Olive Oil, Ground Beef",3,44.04,Debit Card,Columbus,Supermarket,No,Premium,Winter,None
TXN00026989,2026-05-19 21:21:46,Katherine Baxter,"Bottled Water, Granola",2,11.82,Mobile Payment,Los Angeles,Online,Yes,New,Spring,None
TXN00026990,2026-02-14 01:23:03,Dr. Paul Olson,Paper Towels,1,14.0,Credit Card,Boston,Online,No,Occasional,Winter,None
TXN00026991,2024-10-02 12:19:48,Misty Rice,"Potatoes, Toilet Paper",2,33.12,Credit Card,New York,Convenience Store,No,Occasional,Fall,None
TXN00026992,2025-09-20 11:05:10,Jerry Johnston,"Canned Beans, Frozen Pizza, Granola, Sausages, Tomatoes, Laundry Detergent, Chocolate, Toothpaste",8,90.72,Gift Card,Columbus,Supermarket,No,Premium,Fall,None
TXN00026993,2025-09-28 17:38:45,John Austin,"Mustard, Bread",2,5.89,Debit Card,San Diego,Supermarket,No,Regular,Fall,None
TXN00026994,2025-01-05 10:49:01,Deborah Gregory,"Paper Towels, Soap, Cereal Bars, Tea, Bananas, Sugar, Granola, Chicken Breast, Eggs",9,147.72,Cash,San Diego,Supermarket,No,Regular,Winter,None
TXN00026995,2025-08-28 12:42:33,Austin Solis,Yogurt,1,12.71,Mobile Payment,Portland,Supermarket,Yes,New,Summer,None
TXN00026996,2026-05-26 07:30:39,Victoria Juarez,"Rice, Carrots, Chocolate, Wine, Eggs, Orange Juice",6,85.54,Credit Card,Chicago,Warehouse Club,No,New,Spring,None
TXN00026997,2024-12-04 03:18:04,Gary Ward,"Eggs, Vinegar, Soap, Canned Soup, Bread, Energy Drink",6,67.76,Mobile Payment,Jacksonville,Warehouse Club,No,Regular,Winter,None
TXN00026998,2024-09-16 17:00:49,Luke Freeman,"Shampoo, Diapers, Frozen Pizza, Milk, Cooking Oil, Energy Drink",6,96.03,Credit Card,Austin,Warehouse Club,No,VIP,Fall,None
TXN00026999,2025-03-15 08:56:18,Frank Lawson,"Tea, Honey, Chocolate, Apples, Pasta, Bananas, Wine",7,84.19,Debit Card,Boston,Convenience Store,No,Regular,Spring,None
TXN00027000,2024-11-05 09:02:02,Michael Cruz,Laundry Detergent,1,18.92,Mobile Payment,Portland,Convenience Store,No,VIP,Fall,None
TXN00027001,2024-11-21 12:04:10,Kim Vincent,"Toothpaste, Wine, Chips, Yogurt, Cookies, Apples, Toilet Paper, Rice, Coffee",9,137.04,Cash,Denver,Online,No,New,Fall,None
TXN00027002,2025-09-28 00:21:39,David Davenport,"Pet Food, Cooking Oil, Sausages, Chicken Breast, Granola",5,51.47,Mobile Payment,Jacksonville,Convenience Store,Yes,Regular,Fall,None
TXN00027003,2025-10-14 11:04:04,Erica Taylor,"Chocolate, Mayonnaise, Coffee, Carrots, Canned Beans, Cereal Bars, Potatoes, Shrimp",8,70.08,Cash,Portland,Convenience Store,Yes,VIP,Fall,None
TXN00027004,2025-04-15 17:18:00,Matthew Dunlap,"Ground Beef, Yogurt",2,35.15,Gift Card,San Antonio,Department Store,No,New,Spring,None
TXN00027005,2026-08-31 12:28:21,Holly Valentine,"Pasta, Peanut Butter, Chocolate, Sugar, Baby Formula",5,49.59,Gift Card,Chicago,Supermarket,Yes,New,Summer,BOGO
TXN00027006,2026-07-27 00:20:00,Amanda Campbell,"Ketchup, Cookies, Shampoo, Eggs, Pasta, Olive Oil, Carrots",7,103.57,Debit Card,New York,Warehouse Club,No,Regular,Summer,None
TXN00027007,2025-04-28 21:45:54,Carolyn Haley,"Bread, Pasta, Sausages",3,34.6,Credit Card,Denver,Supermarket,No,New,Spring,None
TXN00027008,2025-10-12 10:49:26,Philip Gilmore,"Bacon, Cookies, Dish Soap, Tortillas, Apples, Jam, Frozen Pizza",7,39.23,Credit Card,Columbus,Department Store,Yes,Regular,Fall,Clearance
TXN00027009,2025-04-15 01:13:11,Erin Ortega,"Tea, Cookies, Ketchup, Pasta, Canned Beans, Apples, Ice Cream",7,83.26,Credit Card,San Antonio,Online,Yes,Occasional,Spring,Percentage Discount
TXN00027010,2024-11-12 00:44:54,Rebekah Cole,"Wine, Ice Cream, Yogurt, Peanut Butter, Olive Oil, Pet Food, Canned Beans, Granola, Mayonnaise, Cereal",10,89.07,Cash,Houston,Online,Yes,New,Fall,BOGO
TXN00027011,2025-03-05 08:51:16,Patricia Atkinson,"Soap, Eggs",2,21.46,Mobile Payment,Houston,Online,Yes,Premium,Spring,Percentage Discount
TXN00027012,2025-11-07 00:57:18,Lee Rivera,"Orange Juice, Chocolate, Coffee, Dish Soap, Salmon, Cereal, Bacon, Sugar",8,53.03,Debit Card,San Jose,Supermarket,Yes,Regular,Fall,None
TXN00027013,2026-05-09 18:55:37,Christina Faulkner,"Vinegar, Potatoes, Cereal Bars, Beer, Apples, Ice Cream, Laundry Detergent, Salmon, Canned Beans",9,98.03,Mobile Payment,San Antonio,Supermarket,Yes,Regular,Spring,None
TXN00027014,2024-11-18 12:04:39,David Cervantes,"Shrimp, Canned Soup, Bottled Water, Tomatoes, Dish Soap, Cereal",6,75.94,Credit Card,Jacksonville,Convenience Store,Yes,VIP,Fall,None
TXN00027015,2025-02-12 13:22:55,Anthony Terry,"Cereal, Pasta, Chips, Soap, Ice Cream, Laundry Detergent",6,67.59,Mobile Payment,New York,Convenience Store,Yes,VIP,Winter,BOGO
TXN00027016,2025-11-01 07:51:04,Christopher Gay,"Jam, Toilet Paper, Toothpaste, Bananas, BBQ Sauce, Bottled Water, Yogurt, Shampoo",8,82.19,Mobile Payment,Boston,Supermarket,Yes,Occasional,Fall,None
TXN00027017,2025-02-05 23:51:34,Donald Jackson,"Tortillas, Cooking Oil, Carrots, Diapers, Peanut Butter",5,72.91,Mobile Payment,San Jose,Online,No,Regular,Winter,Loyalty Reward
TXN00027018,2024-12-18 19:35:38,Derek Coleman,Bottled Water,1,16.61,Cash,San Diego,Warehouse Club,Yes,New,Winter,None
TXN00027019,2026-08-13 05:23:20,Shari Ray,"Bacon, Ketchup, Paper Towels, Cheese, Rice, Sugar, Diapers, Onions, Salmon, Wine",10,134.4,Credit Card,Portland,Online,Yes,Occasional,Summer,None
TXN00027020,2025-04-19 14:14:08,Ashley Bowman,"Paper Towels, Milk, Chips, Yogurt, Flour, Orange Juice, Energy Drink, Toothpaste, Sausages",9,98.97,Credit Card,San Diego,Warehouse Club,No,Regular,Spring,Percentage Discount
TXN00027021,2025-08-06 20:48:29,Norman Porter,"Bread, Shampoo, Mayonnaise",3,62.5,Mobile Payment,Houston,Supermarket,No,Regular,Summer,None
TXN00027022,2025-08-06 02:17:12,Brian Murphy,"Peanut Butter, Cereal, Bottled Water, Toothpaste, Flour, Cooking Oil, Tea",7,84.41,Debit Card,Nashville,Department Store,No,New,Summer,None
TXN00027023,2024-11-10 22:30:26,April Davis,"Salmon, Pet Food, Canned Soup, Milk, Mayonnaise, Wine",6,85.15,Gift Card,San Diego,Supermarket,No,VIP,Fall,None
TXN00027024,2025-09-02 16:18:29,Sharon Hicks,"Tea, Chocolate, Bananas, Pet Food",4,84.06,Cash,Atlanta,Supermarket,No,Regular,Fall,Percentage Discount
TXN00027025,2026-01-14 20:05:59,Kelly Brown,"Rice, Lettuce, Canned Beans, Milk, Chips, Shampoo, Beer",7,76.62,Mobile Payment,Columbus,Supermarket,Yes,Regular,Winter,None
TXN00027026,2025-11-09 06:14:10,Dr. Kelly Hammond DVM,"Cookies, Shrimp, Coffee, Oranges, Olive Oil, Canned Beans, Ketchup, Baby Formula, Onions",9,111.46,Credit Card,Dallas,Supermarket,No,Premium,Fall,None
TXN00027027,2026-04-26 22:38:11,Richard Flynn,"Cereal, Ice Cream, Cookies, Diapers",4,32.78,Credit Card,Atlanta,Online,No,VIP,Spring,BOGO
TXN00027028,2025-06-09 12:57:03,Kerry Ware,"Apples, Tea, Chips, Mustard, Baby Formula, Sugar",6,65.25,Mobile Payment,Nashville,Warehouse Club,Yes,Occasional,Summer,Clearance
TXN00027029,2025-10-25 17:17:35,Samuel Keller,"Flour, Cereal, Toothpaste",3,42.8,Credit Card,Dallas,Supermarket,No,Regular,Fall,None
TXN00027030,2025-12-16 16:31:02,Lisa Robinson,"Toothpaste, Pasta, Salmon",3,23.46,Mobile Payment,Houston,Supermarket,Yes,Premium,Winter,Percentage Discount
TXN00027031,2026-02-14 08:31:55,Austin Baker,"Apples, Flour, Mayonnaise, Sugar, Yogurt, Laundry Detergent, Ice Cream",7,105.17,Credit Card,Jacksonville,Supermarket,No,New,Winter,None
TXN00027032,2025-06-23 01:58:30,Virginia Clark,"Chips, Sausages, Cooking Oil, Honey, Soda, Bananas, Oranges, Orange Juice, Onions",9,104.27,Mobile Payment,Atlanta,Department Store,Yes,Premium,Summer,None
TXN00027033,2026-04-13 10:21:07,Mary Compton,"Tortillas, Baby Formula, Canned Beans, Energy Drink, Vinegar",5,93.42,Debit Card,Jacksonville,Convenience Store,No,Regular,Spring,None
TXN00027034,2025-03-31 13:36:24,Matthew Richardson,"Coffee, Frozen Pizza, Chips",3,38.04,Credit Card,Nashville,Warehouse Club,No,New,Spring,None
TXN00027035,2026-06-10 15:36:12,Danielle Davis,"Potatoes, Carrots, Bacon, Pet Food, Shrimp, Rice",6,79.94,Debit Card,Columbus,Supermarket,No,Regular,Summer,Percentage Discount
TXN00027036,2026-03-14 00:17:38,Nicole Gutierrez,"Toothpaste, Apples, Energy Drink, Jam, Sausages, Olive Oil, Laundry Detergent, Canned Beans",8,112.18,Mobile Payment,San Antonio,Warehouse Club,No,Premium,Spring,None
TXN00027037,2025-09-17 15:31:55,Adam Lara,"Orange Juice, Mayonnaise, Yogurt, Ice Cream",4,59.99,Gift Card,Seattle,Department Store,No,VIP,Fall,None
TXN00027038,2025-05-08 11:46:31,Christine Lopez,"Salsa, Paper Towels, Pet Food, Dish Soap, Chips, Canned Beans, Onions",7,79.75,Credit Card,Columbus,Supermarket,No,Regular,Spring,None
TXN00027039,2026-04-23 07:11:35,Erin Nash,"Cooking Oil, Ground Beef, Laundry Detergent, Canned Soup, Ice Cream, Wine, Diapers",7,68.69,Cash,Columbus,Warehouse Club,Yes,VIP,Spring,None
TXN00027040,2024-09-28 03:28:12,Colleen Martin,"Salsa, Milk, Vinegar, Paper Towels, Sugar",5,50.41,Debit Card,Charlotte,Online,No,Premium,Fall,BOGO
TXN00027041,2025-10-01 02:39:43,Danielle Nelson,"Rice, Tea, Vinegar, Chips, Bacon, Pasta, Bottled Water, Granola, Jam, Ice Cream",10,120.9,Mobile Payment,Los Angeles,Warehouse Club,No,Regular,Fall,None
TXN00027042,2025-10-20 20:35:50,Joseph Garcia,"Cooking Oil, Toothpaste",2,25.47,Credit Card,San Diego,Supermarket,No,Occasional,Fall,None
TXN00027043,2025-05-25 08:52:19,April Wallace,"Canned Soup, Orange Juice, Ice Cream, Cereal",4,47.32,Debit Card,Atlanta,Convenience Store,No,Regular,Spring,None
TXN00027044,2025-05-25 19:00:12,Melissa Greene,"Bottled Water, Chips, Ice Cream, Granola, Oranges",5,54.24,Mobile Payment,Seattle,Online,No,Regular,Spring,None
TXN00027045,2025-08-19 04:19:23,Timothy Shannon,"Bananas, Cookies, Rice",3,40.7,Mobile Payment,Chicago,Supermarket,Yes,Regular,Summer,None
TXN00027046,2025-08-12 23:14:24,Jamie Snyder,"Cheese, Canned Beans, Ketchup, Chocolate",4,25.62,Credit Card,Portland,Supermarket,Yes,Occasional,Summer,Seasonal Offer
TXN00027047,2025-10-09 20:00:00,Thomas Zhang,"Honey, Mustard, Chicken Breast, Paper Towels, Cheese",5,53.4,Cash,Denver,Convenience Store,No,Premium,Fall,None
TXN00027048,2025-10-17 17:00:45,Jason Davis,Eggs,1,17.64,Debit Card,Columbus,Supermarket,No,Regular,Fall,None
TXN00027049,2024-10-08 14:12:32,Jennifer Goodwin,"Honey, Bacon, Jam",3,32.2,Gift Card,Los Angeles,Online,Yes,Premium,Fall,BOGO
TXN00027050,2025-10-07 09:51:01,Chelsea Powell,"Yogurt, Salmon, Beer, Canned Soup, Sugar, Orange Juice, Granola, Shrimp, Diapers",9,103.32,Credit Card,Phoenix,Supermarket,No,VIP,Fall,BOGO
TXN00027051,2025-04-14 08:31:39,Gregory Martinez,"Dish Soap, Soda, Laundry Detergent, Tortillas, Mustard, Shampoo, Ice Cream, Cereal, Sugar",9,144.43,Credit Card,Boston,Convenience Store,No,VIP,Spring,None
TXN00027052,2026-08-03 20:47:53,Michael Barr,"Butter, Tea, Bananas, Oranges, Lettuce, Mayonnaise, Granola, Carrots, Canned Beans",9,120.79,Cash,New York,Supermarket,Yes,VIP,Summer,Clearance
TXN00027053,2026-05-06 00:54:34,Suzanne Williams,"Beer, Cereal, Tomatoes, Flour, Ice Cream, Rice, Oranges, Shrimp, Bottled Water",9,87.7,Cash,San Jose,Online,No,Regular,Spring,None
TXN00027054,2026-07-08 19:16:04,Carolyn Cantu,"Bottled Water, Wine, Tortillas, Soda, Ketchup, Eggs, Sugar, Toilet Paper, Toothpaste",9,137.9,Credit Card,San Diego,Supermarket,No,Regular,Summer,None
TXN00027055,2026-02-19 05:07:54,Jennifer Ross,"Chocolate, Granola, Shampoo, Tortillas",4,68.37,Debit Card,Philadelphia,Warehouse Club,No,Occasional,Winter,None
TXN00027056,2025-12-13 20:30:09,Rachel Bradley,"Pet Food, Salmon, Soda, Salsa, Shrimp, Oranges, Apples",7,95.47,Mobile Payment,Denver,Supermarket,Yes,Premium,Winter,Percentage Discount
TXN00027057,2026-06-01 18:10:47,Shannon White,Sugar,1,5.93,Cash,Atlanta,Supermarket,No,Regular,Summer,None
TXN00027058,2025-02-20 17:20:24,Dr. Teresa Ortega MD,"Cookies, Diapers, Canned Beans, Dish Soap, Orange Juice",5,50.59,Mobile Payment,Columbus,Supermarket,Yes,New,Winter,Percentage Discount
TXN00027059,2024-10-10 05:48:22,Pedro Greene,"Cereal, Soda",2,38.68,Mobile Payment,Los Angeles,Department Store,No,Regular,Fall,BOGO
TXN00027060,2025-12-13 03:57:15,Michele Ford,"Cheese, Diapers, Sugar, Mustard, Cooking Oil, Oranges, Bread, Shampoo, Jam, Soda",10,145.2,Debit Card,Denver,Online,No,Regular,Winter,None
TXN00027061,2025-10-21 22:45:01,Mr. Jimmy Flores Jr.,"Honey, Toilet Paper, Chocolate, Salsa",4,50.28,Debit Card,Denver,Convenience Store,No,Regular,Fall,None
TXN00027062,2024-09-24 21:21:19,William Wilson,"Beer, Chips, Diapers, Chocolate, Sugar, Paper Towels, Cereal, Apples, Cereal Bars",9,133.98,Cash,Chicago,Supermarket,No,Occasional,Fall,None
TXN00027063,2024-10-25 11:42:54,Jesse Pollard,"Soap, Olive Oil, Wine, Bananas, Baby Formula",5,68.3,Cash,New York,Supermarket,Yes,Occasional,Fall,Percentage Discount
TXN00027064,2025-09-28 01:13:35,Denise Martinez,"Peanut Butter, Shampoo",2,17.46,Credit Card,Philadelphia,Convenience Store,Yes,VIP,Fall,Percentage Discount
TXN00027065,2025-09-16 14:58:06,Tyler Andrews,Butter,1,23.86,Debit Card,Austin,Warehouse Club,No,Regular,Fall,None
TXN00027066,2025-02-03 20:48:11,Michael Fuentes,"Onions, Vinegar",2,25.58,Debit Card,Dallas,Online,No,Regular,Winter,None
TXN00027067,2024-10-13 23:05:12,Lee Mann,"Soda, Diapers, Mustard, Pasta, Shampoo, Lettuce, Toothpaste, Laundry Detergent, Flour, Tea",10,157.55,Cash,Charlotte,Supermarket,No,Regular,Fall,None
TXN00027068,2024-11-05 05:32:35,Samantha Salinas,Flour,1,12.94,Cash,San Antonio,Warehouse Club,Yes,Regular,Fall,Loyalty Reward
TXN00027069,2024-10-04 09:15:08,Travis Hopkins,"Chips, Tomatoes, Milk",3,29.03,Debit Card,Columbus,Convenience Store,No,Premium,Fall,None
TXN00027070,2025-07-05 18:29:42,Heather Parrish,"Dish Soap, Pet Food, BBQ Sauce, Shrimp, Cooking Oil, Cereal Bars, Frozen Pizza, Granola",8,119.21,Credit Card,Seattle,Supermarket,No,Regular,Summer,None
TXN00027071,2025-06-25 15:46:28,Christopher Barnes,"Cereal, BBQ Sauce, Soda, Paper Towels, Cheese, Tomatoes, Jam",7,108.72,Gift Card,Seattle,Supermarket,No,Regular,Summer,BOGO
TXN00027072,2025-03-11 18:51:59,Christopher Ward,Orange Juice,1,9.66,Credit Card,Austin,Warehouse Club,Yes,Occasional,Spring,Percentage Discount
TXN00027073,2026-03-16 23:02:12,George Harper,"Frozen Pizza, Ketchup, Diapers, Potatoes, Toothpaste, Ice Cream, Paper Towels, Rice, Baby Formula, Cheese",10,97.45,Credit Card,Phoenix,Online,Yes,Premium,Spring,None
TXN00027074,2025-02-20 00:32:50,Daniel Nguyen,"Pet Food, Cereal Bars, Flour",3,46.6,Debit Card,Philadelphia,Convenience Store,No,New,Winter,None
TXN00027075,2026-07-15 16:08:15,Nicholas Richardson,"Energy Drink, Salmon, Canned Soup, Carrots, Ice Cream, Milk, Sausages",7,111.67,Credit Card,San Jose,Convenience Store,No,Occasional,Summer,None
TXN00027076,2025-04-30 14:35:24,David Skinner,"Oranges, Yogurt, Dish Soap, Flour, Jam",5,80.31,Mobile Payment,Denver,Convenience Store,No,Occasional,Spring,None
TXN00027077,2026-04-04 15:03:53,Michele Davis,"Cookies, Oranges, Cheese, Paper Towels, Tea, Peanut Butter",6,48.59,Gift Card,Jacksonville,Convenience Store,Yes,Premium,Spring,None
TXN00027078,2024-10-04 11:08:05,Alexander Martin,"Yogurt, Shampoo, Pasta, Paper Towels, Baby Formula",5,64.08,Credit Card,Jacksonville,Department Store,Yes,VIP,Fall,None
TXN00027079,2025-08-21 20:34:58,Anthony Washington,"Shrimp, BBQ Sauce, Energy Drink, Milk, Beer, Soda, Toilet Paper, Butter",8,96.04,Credit Card,San Jose,Department Store,Yes,Regular,Summer,None
TXN00027080,2026-01-09 13:54:17,Gloria Dunlap,Apples,1,12.42,Debit Card,Seattle,Warehouse Club,No,Regular,Winter,None
TXN00027081,2026-01-24 16:51:18,Samuel Rocha,"Lettuce, Shampoo, Cheese, Sugar, Chips, Carrots, Mustard",7,63.99,Credit Card,Dallas,Supermarket,Yes,Regular,Winter,Percentage Discount
TXN00027082,2026-07-17 14:18:48,Nicholas Fritz,"Energy Drink, Shrimp, Vinegar, Milk, Ice Cream, Tea, Chips, Dish Soap, Mayonnaise",9,132.32,Credit Card,Austin,Convenience Store,Yes,New,Summer,Percentage Discount
TXN00027083,2025-11-04 23:55:04,Mary Miller,"BBQ Sauce, Granola, Eggs, Soda, Bread, Mayonnaise, Dish Soap, Tomatoes, Cheese",9,154.54,Mobile Payment,New York,Convenience Store,No,Regular,Fall,None
TXN00027084,2025-08-28 10:05:33,Anna Ponce,"Beer, Rice, Tomatoes",3,40.44,Credit Card,Chicago,Online,No,Regular,Summer,Clearance
TXN00027085,2025-07-15 13:22:22,Leah Collier,"Bottled Water, Onions, Orange Juice, Chicken Breast",4,21.07,Cash,Houston,Department Store,No,Occasional,Summer,None
TXN00027086,2024-09-14 00:48:12,Christina White,"Rice, Bread, Diapers, Lettuce",4,71.55,Credit Card,San Diego,Warehouse Club,No,Occasional,Fall,None
TXN00027087,2025-11-06 13:58:01,Kim Lopez,"Coffee, Baby Formula, Granola, Paper Towels, Toothpaste, Yogurt, Ice Cream, Canned Soup",8,117.32,Debit Card,Jacksonville,Convenience Store,No,Regular,Fall,None
TXN00027088,2025-06-20 22:11:57,Lisa Riggs,"Onions, Toothpaste, Cheese, Salmon, Cereal, Potatoes, Sausages",7,86.68,Debit Card,Houston,Supermarket,Yes,Regular,Summer,Seasonal Offer
TXN00027089,2025-10-26 18:37:13,Brittany Ortiz,"Coffee, Sugar, Dish Soap, Frozen Pizza, Carrots, Toilet Paper, BBQ Sauce, Bananas",8,130.64,Credit Card,Atlanta,Supermarket,No,Regular,Fall,None
